"","district","state","year.x","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","Dist Code","year.y","State Code","icr2017_area","icr2017_prod","icr2017_yield","f.it"
"432","Indore","Madhya Pradesh",2020,329,70692,73523,27437,188.33,1694.93,5508.53,5508.53,12711.99,84746.58,0.8167,0.1817,0.0016,0.0386,0.035,0.6501,0.2763,0.1796,0.5032,0.3172,"0","-1","0","-1","4.8","1.08","0","-1","6","-0.12","202.8","0.77","195.4","-0.28",534.5,0.94,271.1,0.62,36.5,0.13,"0","-1","17.6","1.7",247.283,312443.67,10.66,28,2017,6,575.51,880.41,20434,0.327240186964605
"433","Indore","Madhya Pradesh",2019,320,71063,95689,13606,210.1,1260.63,4727.36,4727.36,10715.35,63031.48,0.8234,0.1744,0.0022,0.0352,0.0342,0.6626,0.268,0.1707,0.4843,0.345,"0","-1","2.5","-0.11","0","-1","0.5","-0.65","0.4","-0.94","120.7","0.05","387.8","0.43",400.3,0.46,525.8,2.15,50.4,0.57,"13.1","-0.25","0","-1",242.302,362288.33,12.39,28,2017,6,575.51,880.41,20434,0.365067505343087
"434","Jabalpur","Madhya Pradesh",2019,419,27678,35175,154,61.76,290.26,976.61,976.61,2243.48,14512.8,0.8787,0.1203,0.001,0.0208,0.0584,0.7051,0.2157,0.2344,0.5322,0.2334,"3.1","-0.79","9.4","-0.33","3.1","-0.69","17.1","4.18","0.3","-0.97","64.5","-0.55","393.5","0.16",734.3,0.76,394.8,0.88,24.7,-0.15,"0","-1","14.7","0.2",242.439,488966.33,16.17,7,2017,6,566.66,1293.28,21876,0.108989517523736
"435","Jabalpur","Madhya Pradesh",2018,438,27198,31037,82,59.36,369.67,1438.88,1438.88,3247.43,18483.7,0.8789,0.1197,0.0014,0.0369,0.0678,0.6125,0.2828,0.1661,0.5903,0.2436,"0","-1","19.8","0.73","0.9","-0.93","2.9","-0.23","3","-0.61","78.2","-0.37","439","0.24",450.3,0.1,87.8,-0.56,0,-1,"0","-1","0.2","-0.98",229.13,263757.33,13.25,7,2017,6,566.66,1293.28,21876,0.104754173578513
"436","Jabalpur","Madhya Pradesh",2020,422,17428,22944,365,34.35,221.35,755.64,755.64,1732.63,11067.75,0.8875,0.1112,0.0013,0.0189,0.0506,0.7004,0.2301,0.1887,0.575,0.2363,"27.5","0.82","2.1","-0.85","21.3","1.15","0.7","-0.79","18","0.96","114.7","-0.2","203.1","-0.4",627.3,0.51,88.7,-0.58,2.4,-0.92,"5.3","-0.45","1","-0.92",257.937,545445.33,14.86,7,2017,6,566.66,1293.28,21876,0.0606183602160025
"437","Jabalpur","Madhya Pradesh",2021,475,16509,21928,0,31.48,207.15,748.48,748.48,1704.11,10357.72,0.8896,0.1088,0.0016,0.0231,0.0494,0.7121,0.2154,0.1737,0.5885,0.2378,"0","-0.99","12.2","-0.13","5.7","-0.43","3.2","-0.03","65.3","6.1","165.4","0.15","239.2","-0.3",98.9,-0.76,215.5,0.02,19.7,-0.32,"4.6","-0.52","16.6","0.35",248.797,593108.33,13.92,7,2017,6,566.66,1293.28,21876,0.0555535947481735
"438","Jaipur","Rajasthan",2019,627,138493,272301,61,202.81,1173.21,2075.58,2075.58,5324.37,58660.5,0.8909,0.1084,7e-04,0.0536,0.099,0.6415,0.2059,0.3186,0.4727,0.2087,"8.3","0.69","1.1","-0.87","0","-0.99","17.5","2.18","5.6","-0.67","30.4","-0.49","309.9","0.59",272.7,0.56,82.6,0.15,12.8,0,"1.7","-0.49","2.1","-0.3",505.629,781486,14.7,151,2017,10,959.4,1432.09,25299,0.211392537002293
"439","Jaipur","Rajasthan",2021,629,163522,1058692,5634,153.08,1423.03,2898.18,2898.18,7219.39,71153.92,0.9017,0.0979,4e-04,0.0444,0.0777,0.6908,0.1871,0.3326,0.4527,0.2147,"13.2","1.69","0.1","-0.99","6.3","0.96","1.7","-0.7","89.8","4.31","32.4","-0.46","208.3","0.07",183.8,0.05,141.3,0.98,35.4,1.77,"0.2","-0.94","2.7","-0.12",515.361,783117.29,13.93,151,2017,10,959.4,1432.09,25299,0.159558057119033
"440","Jaipur","Rajasthan",2018,617,149621,284931,72,199.27,1346.17,2615.54,2615.54,6577.25,67308.48,0.8899,0.1092,9e-04,0.0511,0.0956,0.6522,0.2011,0.3226,0.459,0.2184,"0.2","-0.97","0","-1","0","-1","3.6","-0.08","0.6","-0.96","91.4","0.75","185.2","-0.1",122.2,-0.37,109.8,0.5,0.2,-0.98,"0","-1","5.9","1.29",504.273,641029,13.39,151,2017,10,959.4,1432.09,25299,0.207702730873463
"441","Jaipur","Rajasthan",2020,631,164527,300078,59,179.87,1597.28,2843.2,2843.2,7283.68,79864.58,0.8884,0.1109,7e-04,0.0588,0.0985,0.6547,0.188,0.3034,0.4799,0.2167,"0.3","-0.94","0","-1","23.9","6.46","11","1","32.2","0.91","52.7","-0.12","107.6","-0.45",352.6,1.01,53.1,-0.26,0.9,-0.93,"7.2","1.13","0.1","-0.96",530.522,885735,16.54,151,2017,10,959.4,1432.09,25299,0.187481759432979
"442","Jaisalmer","Rajasthan",2018,256,49298,90886,43,237.09,1278.97,13577.41,13577.41,28433.79,63948.39,0.8195,0.1768,0.0037,0.0874,0.0243,0.4018,0.4865,0.0248,0.2208,0.7544,"0","-1","0","-1","0.1","-0.94","0.3","-0.92","4.6","-0.31","29.8","0.54","45.3","-0.24",29.6,-0.48,5.8,-0.74,0.9,-0.71,"0","-1","0","-1",239.882,101840,8.31,152,2017,10,1016.64,263.61,12756,0.23320939565628
"443","Jaisalmer","Rajasthan",2020,269,57856,106384,956,302.62,559.99,4586.8,3376.68,8523.47,27999.61,0.8074,0.1874,0.0052,0.0912,0.025,0.4101,0.4737,0.0326,0.2382,0.7292,"9.9","7.99","0","-1","19.5","5.95","3.6","0.05","6.8","-0.21","20.1","-0.21","53.6","-0.05",112.8,1.04,65.5,1.67,0,-1,"0.1","-0.87","0","-1",254.8,151415,9.26,152,2017,10,1016.64,263.61,12756,0.297666824047844
"444","Jaisalmer","Rajasthan",2021,268,65427,165669,1343,351.31,809.88,5789.76,4453.57,11053.21,40494.43,0.8077,0.1879,0.0044,0.0813,0.0236,0.4074,0.4877,0.0341,0.2596,0.7063,"0","-1","0","-1","0","-1","0.6","-0.83","37.2","3.33","57.4","1.24","96.8","0.71",5.6,-0.9,113.7,3.64,2.4,-0.46,"0","-1","3","1",255.73,123196.18,8.11,152,2017,10,1016.64,263.61,12756,0.345559883537929
"445","Jaisalmer","Rajasthan",2019,265,51547,97898,686,288.49,1452.05,13291.32,13291.32,28034.69,72602.5,0.8304,0.1658,0.0038,0.0851,0.0257,0.3963,0.4929,0.0386,0.2096,0.7518,"13.9","11.65","2.7","-0.24","2.1","-0.27","0.1","-0.97","21.8","1.54","32","0.25","24.6","-0.57",58.9,0.06,46.2,0.89,27.9,5.19,"31","27.22","0","-0.98",243.737,143268,9.43,152,2017,10,1016.64,263.61,12756,0.283768098835379
"446","Jalaun","Uttar Pradesh",2020,561,37789,41294,495,60.93,213.79,974.9,974.9,2163.59,10689.84,0.9176,0.082,4e-04,0.0546,0.0034,0.3559,0.5861,0.3047,0.5524,0.1429,"33","2.51","0","-1","6","0.39","10.6","2.32","11.4","0.56","46.8","-0.26","188.3","-0.21",137.7,-0.48,44.8,-0.71,0,-1,"0","-1","0","-1",68.534,63891,13.59,213,2017,12,376.75,888.59,27732,0.161725282017253
"447","Jalaun","Uttar Pradesh",2019,573,48033,54285,1582,81.15,327.93,1543.72,1543.72,3415.37,16396.54,0.91,0.0896,4e-04,0.0505,0.0023,0.3177,0.6295,0.244,0.6151,0.1409,"10.3","0.1","22.5","0.95","0","-1","1.8","-0.45","5.3","-0.28","28.3","-0.56","190.6","-0.2",210.4,-0.21,145,-0.08,20.5,-0.36,"0","-1","10","0.89",87.844,137428,48.95,213,2017,12,376.75,888.59,27732,0.215394824153948
"448","Jalaun","Uttar Pradesh",2018,565,83998,90991,899,169.73,292.25,1382.48,1382.48,3057.21,14612.9,0.9057,0.0935,8e-04,0.086,0.0023,0.2816,0.6301,0.1311,0.6922,0.1767,"0","-1","3.4","-0.7","0","-1","8.5","3.23","28.2","2.48","37.3","-0.43","288.4","0.2",161,-0.48,116.8,-0.27,0,-1,"0","-1","0","-1",77.698,107248,49.98,213,2017,12,376.75,888.59,27732,0.450510948905109
"449","Jalgaon","Maharashtra",2019,101,75294,62195,39550,112.88,1901.83,1432.12,1432.12,4766.07,39642.5,0.7768,0.2225,7e-04,0.0073,0.0079,0.4096,0.5752,0.1392,0.7417,0.1191,"0","-1","0","-1","0","-1","1","-0.11","0","-1","79.9","-0.35","246.4","0.3",278.9,0.42,264.9,1.14,143,2.31,"47","1.46","2.2","-0.71",838.733,706213,7.42,101,2017,7,1176.98,1605.85,27895,0.0959064724974086
"450","Jalgaon","Maharashtra",2020,101,98205,77592,53547,126.87,2333.3,7334.83,5984.01,15652.14,49123.8,0.7717,0.2278,5e-04,0.0111,0.0106,0.4367,0.5416,0.1204,0.7854,0.0942,"0","-1","0","-1","10.6","1.36","0","-1","0.5","-0.92","189.4","0.53","212.9","0.13",235.2,0.2,146.3,0.18,19.6,-0.55,"0","-1","4.3","-0.43",841.86354,2001126.83,15.57,101,2017,7,1176.98,1605.85,27895,0.107792825706469
"451","Jalgaon","Maharashtra",2018,94,54672,56250,7685,79.33,1408.59,140.63,140.63,1689.85,28417.68,0.7848,0.2147,5e-04,0.0105,0.0205,0.3836,0.5854,0.2684,0.5815,0.1501,"0","-1","0","-1","1.4","-0.67","0","-1","0","-1","148.1","0.12","144.3","-0.24",175.8,-0.1,43.7,-0.64,0,-1,"7.1","-0.59","0","-1",835.405,1316032,11.05,101,2017,7,1176.98,1605.85,27895,0.0674013152305052
"452","Jalgaon","Maharashtra",2021,100,106277,90180,60037,147.38,2748.1,8614.91,7011.58,18374.59,57238.68,0.7747,0.2248,5e-04,0.0064,0.0081,0.4034,0.5821,0.1068,0.8088,0.0844,"3","0.03","8.3","1.76","9.9","1.21","0","-1","33.3","4.75","126.6","0.02","141.9","-0.25",149.9,-0.24,372.3,2.01,99.2,1.3,"23.7","0.24","4.6","-0.38",786.49787,1077606.65,8.79,101,2017,7,1176.98,1605.85,27895,0.125218780268144
"453","Jalna","Maharashtra",2020,55,229514,12474,626297,235.51,1841,12880.21,10837.19,25558.4,79033.53,0.7744,0.2254,2e-04,0.0349,0.0079,0.1726,0.7846,0.047,0.9263,0.0267,"0","-1","0","-1","9.7","0.89","2.6","0.05","9","-0.45","227.7","0.72","231.2","0.39",185.8,0.14,191,0.35,74.3,0.24,"0","-1","0","-1",659.40516,1405810.38,18.44,514,2017,7,876.95,667.55,15069,0.268555789953817
"454","Jalna","Maharashtra",2018,55,302323,70415,888117,418.79,3816.79,10654.44,10654.44,25125.67,135577.16,0.7888,0.2109,3e-04,0.0313,0.0063,0.1691,0.7933,0.0548,0.9042,0.041,"0","-1","3.5","0.75","0.3","-0.94","0","-1","0","-1","103.2","-0.26","114.5","-0.31",193.6,0.21,23.9,-0.83,1,-0.98,"10.9","-0.55","0","-1",586.915,560664,6.65,514,2017,7,876.95,667.55,15069,0.477552882148355
"455","Jalna","Maharashtra",2021,53,174244,13649,496951,210.06,1597.06,11541.83,9625.03,22763.92,69889.96,0.7721,0.2276,3e-04,0.0356,0.0066,0.1815,0.7763,0.0487,0.9229,0.0284,"0.7","-0.75","0","-1","2.1","-0.59","13","4.2","3.2","-0.8","216.1","0.63","246.8","0.48",177.2,0.09,454.9,2.21,96.8,0.61,"4.8","-0.79","4.3","-0.43",677.1048,1067997.2,11.78,514,2017,7,876.95,667.55,15069,0.239534751126062
"456","Jalna","Maharashtra",2019,55,301235,27320,1034592,407.65,3118.39,9909.33,9909.33,22937.05,122236.66,0.7772,0.2226,2e-04,0.0367,0.0062,0.1818,0.7753,0.0484,0.9255,0.0261,"0","-1","0","-1","0","-1","1.6","-0.35","0","-1","104.9","-0.21","141.4","-0.15",104,-0.36,175.9,0.24,254.5,3.23,"53.4","1.4","1","-0.87",630.033,1298520,15.78,514,2017,7,876.95,667.55,15069,0.464849763384457
"457","Jalpaiguri","West Bengal",2018,68,43301,8441,37443,18.87,0,405.97,126.26,532.23,13204.73,0.8652,0.1348,0,0.1299,0.0057,0.0389,0.8255,0.0658,0.9088,0.0254,"0.1","-0.99","1","-0.94","47.2","0.19","140","0.17","448.5","0.32","672.9","0.01","745.2","-0.2",571.7,-0.15,799.9,0.64,90.9,-0.43,"2.6","-0.86","4.7","-0.35",29.441,437888,30.12,812,2017,13,333.84,404.24,29010,0.0565240833932423
"458","Jamtara","Jharkhand",2018,124,35331,5429,46338,21.55,0,1127.62,891.28,2018.9,11817.28,0.8667,0.1326,7e-04,0.0592,0.1698,0.6213,0.1497,0.011,0.9863,0.0027,".",".",".",".","0","-1","129.4","6.94","50.5","-0.24","202.5","-0.03","266.7","-0.23",183.9,-0.46,177.1,-0.4,19,-0.85,"0","-1","10.3","0.83",45.666,76798,8.61,962,2017,15,75.36,126.97,12440,0.285960721868365
"459","Jamtara","Jharkhand",2019,124,20725,7263,17863,14.39,0.24,656.79,482.21,1139.24,8740.86,0.8474,0.1523,3e-04,0.0558,0.1319,0.6333,0.179,0.1493,0.849,0.0017,"0","-1","14.9","-0.31","1","-0.95","19.7","-0.22","108.2","0.59","85.5","-0.61","368.9","0.08",270.9,-0.12,279.4,0.1,216.5,0.73,"0","-1","2.2","-0.45",48.09,118230,11.07,962,2017,15,75.36,126.97,12440,0.190950106157113
"460","Jashpur","Chhattisgarh",2018,420,8991,8889,700,19.85,103.21,77.55,77.55,258.31,5160.51,0.934,0.0639,0.0021,0.0485,0.5847,0.3081,0.0587,0.1971,0.4963,0.3066,"0","-1","6.5","-0.69","0.5","-0.96","2","-0.89","10.5","-0.67","159.4","-0.35","412.7","-0.04",242.4,-0.42,187.9,-0.27,0.5,-0.99,"0","-1","53.5","6.43",237.026,190956,11.02,1066,2017,14,224.6,248.24,12091,0.0883793410507569
"461","Jashpur","Chhattisgarh",2020,658,9609,25389,2256,15.29,88.11,197.83,197.83,483.77,4405.48,0.9265,0.0698,0.0037,0.0528,0.5857,0.3138,0.0477,0.1766,0.3734,0.45,"54.7","1.17","18.8","-0.12","91.9","3.86","55.8","1.51","55.2","0.38","316.4","0.19","331.1","-0.3",447.2,0.12,202.1,-0.24,142.5,0.92,"3.7","-0.76","1.2","-0.9",235.761,323668,20.73,1066,2017,14,224.6,248.24,12091,0.0680765805877115
"462","Jashpur","Chhattisgarh",2019,679,12803,12257,2885,27.58,156.61,119.09,119.09,394.79,7830.36,0.9162,0.0801,0.0037,0.0487,0.5896,0.2944,0.0673,0.1954,0.4804,0.3242,"3.8","-0.85","22.8","0.07","15.1","-0.2","34.3","0.54","6.8","-0.83","123.1","-0.54","257.4","-0.46",356.1,-0.11,392.6,0.48,163.6,1.2,"0","-1","8","-0.32",236.581,231214,15.36,1066,2017,14,224.6,248.24,12091,0.122796081923419
"463","Jashpur","Chhattisgarh",2021,671,10776,20864,3401,17.1,108.23,243.13,243.13,594.49,5411.56,0.9221,0.0744,0.0035,0.0467,0.5819,0.3098,0.0616,0.1829,0.4326,0.3845,"0.3","-0.99","11.9","-0.44","6.8","-0.64","9.4","-0.58","102.1","1.56","265.8","0","321","-0.32",226.3,-0.43,268.2,0.01,49.9,-0.33,"58.5","2.77","14.5","0.24",235.775,255981,21.03,1066,2017,14,224.6,248.24,12091,0.0761353517364203
"464","Jaunpur","Uttar Pradesh",2018,1558,18939,20284,58,10.96,100.29,54.79,54.79,209.87,5014.53,0.9046,0.0936,0.0018,0.0956,0.0041,0.467,0.4333,0.6663,0.2865,0.0472,"0","-1","1.7","-0.84","0","-1","2.9","-0.38","7.5","-0.36","19","-0.79","192.4","-0.37",191.5,-0.25,93.5,-0.58,0,-1,"0","-1","0","-1",226.533,1044020,94.66,218,2017,12,478.1,1272.92,27178,0.0229240744614097
"465","Jaunpur","Uttar Pradesh",2020,1286,10013,10327,70,5.53,70.37,44.7,44.7,159.77,3518.73,0.8957,0.1038,5e-04,0.0699,0.0038,0.5022,0.4241,0.7361,0.2443,0.0196,"1.7","-0.84","3.4","-0.71","15.4","1.74","5.5","0.15","17.9","0.27","93.9","0.04","204.3","-0.26",102.1,-0.57,126.6,-0.39,0.9,-0.97,"0.4","-0.91","1.1","-0.77",218.795,663778,92.83,218,2017,12,478.1,1272.92,27178,0.0115666178623719
"466","Jaunpur","Uttar Pradesh",2019,1533,16920,18734,575,9.64,73.43,4.15,4.15,81.73,3671.31,0.8934,0.1061,5e-04,0.0846,0.0037,0.5229,0.3888,0.7263,0.2541,0.0196,"4.2","-0.61","4.5","-0.61","2.7","-0.53","0","-1","0.6","-0.96","17.5","-0.81","236.8","-0.14",101.9,-0.57,336.7,0.63,15.2,-0.46,"0","-1","4.5","-0.1",223.269,1130565,87.41,218,2017,12,478.1,1272.92,27178,0.0201631457854005
"467","Jhabua","Madhya Pradesh",2018,344,40572,74481,863,41.74,309.89,459.88,459.88,1229.65,13811.56,0.9128,0.0869,3e-04,0.011,0.8394,0.0911,0.0585,0.0152,0.9472,0.0376,"0","-1","0","-1","0","-1","0","-1","0","-1","128","0.18","284.9","0.18",228.9,-0.08,132.7,-0.1,0,-1,"0","-1","0","-1",102.052,118736.33,10.67,34,2017,6,281.49,547.29,24109,0.148282354612952
"468","Jhabua","Madhya Pradesh",2019,323,31986,53672,1910,31.2,175.42,435.04,435.04,1045.5,7802.3,0.9099,0.0897,4e-04,0.006,0.8537,0.0919,0.0484,0.0268,0.9235,0.0497,"0","-1","1.8","1.57","0","-1","2.4","2","0","-1","143.1","0.31","302.9","0.17",598.7,1.27,379.9,1.67,103.1,2.19,"15.9","0.39","1.3","-0.65",174.744,188182.66,10.28,34,2017,6,281.49,547.29,24109,0.110838750932538
"469","Jhabua","Madhya Pradesh",2021,338,38525,64737,102,34.98,244.77,1376.79,1376.79,2998.35,11647.35,0.9071,0.0926,3e-04,0.0074,0.8397,0.0942,0.0587,0.0309,0.9044,0.0647,"13.7","4.25","4.5","5.43","0","-1","0","-1","11.4","0.71","149.4","0.37","209.1","-0.19",194,-0.27,276.5,0.94,29.7,-0.08,"8.4","-0.27","16.1","3.24",173.199,340211.7,15.46,34,2017,6,281.49,547.29,24109,0.124267291910903
"470","Jhabua","Madhya Pradesh",2020,336,37889,56482,4091,30.07,218.61,1211.04,1211.04,2640.69,10037.9,0.9054,0.0943,3e-04,0.0066,0.84,0.0964,0.057,0.0271,0.9302,0.0427,"0","-1","0","-1","3.1","2.05","0.5","-0.38","0","-1","183.9","0.68","174.4","-0.33",491.9,0.86,160.6,0.13,2.7,-0.92,"0","-1","15.6","3.11",174.11,188312,11.06,34,2017,6,281.49,547.29,24109,0.106824398735301
"471","Jhajjar","Haryana",2020,264,16825,16208,8826,20.44,364.63,714.16,714.16,1792.95,14003.53,0.9496,0.0503,1e-04,0.0013,1e-04,0.0654,0.9332,0.178,0.6918,0.1302,"10.4","0.1","4.4","-0.63","43.1","4.39","4.3","-0.33","18.3","0.2","47.7","0.56","164.8","0.2",132.6,-0.05,21.5,-0.69,0,-1,"0.2","-0.93","0.7","-0.82",115.503,244902.99,12.08,1008,2017,4,268.6,799.48,19277,0.0760982874162323
"472","Jhajjar","Haryana",2019,265,18645,21558,437,24.24,340.28,470.44,386.75,1197.47,17014.02,0.9434,0.0565,1e-04,0.0014,3e-04,0.0742,0.9241,0.207,0.6423,0.1507,"6.3","-0.34","13.1","0.1","2.4","-0.7","7.2","0.13","9.5","-0.38","8.1","-0.74","97.4","-0.29",40.8,-0.71,16,-0.77,8.6,0.36,"5.2","0.93","11.4","2.08",103.284,263640,29.65,1008,2017,4,268.6,799.48,19277,0.0902457185405808
"473","Jhajjar","Haryana",2018,262,17592,20260,256,22.62,303.43,1043.7,979.77,2326.9,15171.74,0.9453,0.0543,4e-04,0.0027,1e-04,0.1343,0.8629,0.17,0.6857,0.1443,"1.7","-0.86","0","-1","0.3","-0.97","8.8","0.18","16.9","0.6","94.9","1.76","128.7","-0.19",68.9,-0.54,155.3,1.14,0,-1,"1.4","-0.59","0.2","-0.96",103.05,249166,29.97,1008,2017,4,268.6,799.48,19277,0.0842144452717796
"474","Jhalawar","Rajasthan",2018,338,68039,100392,6,104.77,871.26,2309.71,2309.71,5490.68,43562.77,0.8571,0.1417,0.0012,0.0684,0.0851,0.6935,0.153,0.2296,0.5789,0.1915,"0","-1","0","-1","0","-1","0.1","-0.94","0","-1","130.8","0.55","387.8","0.36",204.3,-0.39,235.6,0.58,0,-1,"0","-1","0","-1",320.665,431532.8,18.52,154,2017,10,566.43,1008.23,29922,0.184965485585156
"475","Jhalawar","Rajasthan",2021,340,122406,736867,18013,166.89,1296.94,6030.82,6030.82,13358.58,64848.89,0.8639,0.1352,9e-04,0.0601,0.0827,0.7238,0.1334,0.2633,0.5396,0.1971,"0","-1","0","-1","3.4","-0.03","0","-1","12.4","0.72","81.3","-0.09","277.5","-0.01",543.6,0.65,228,0.59,10.2,-0.57,"0","-1","17.5","0.31",336.222,278142,11.24,154,2017,10,566.43,1008.23,29922,0.294634818071077
"476","Jhalawar","Rajasthan",2020,340,97542,140732,189,154.84,1201.63,5577.98,5577.98,12357.59,60081.85,0.8474,0.1516,0.001,0.0772,0.0906,0.693,0.1392,0.2819,0.5429,0.1752,"4.5","-0.13","0","-1","10.2","1.91","0.6","-0.71","1.4","-0.81","182.8","1.05","134.5","-0.52",383.2,0.17,91.5,-0.36,1.3,-0.95,"0.5","-0.96","0","-1",331.621,263447,13.5,154,2017,10,566.43,1008.23,29922,0.273361227336123
"477","Jhalawar","Rajasthan",2019,336,78159,130960,216,137.53,1143.56,3492.28,3492.28,8128.12,57177.99,0.8622,0.137,8e-04,0.0747,0.0892,0.6971,0.139,0.2622,0.5576,0.1802,"0.1","-0.98","16.1","4.19","0.5","-0.86","36.8","16.52","1.5","-0.79","85.2","-0.04","326.1","0.17",699,1.13,611.6,3.25,45.6,0.91,"8.4","-0.4","0.8","-0.94",324.968,108476,9.22,154,2017,10,566.43,1008.23,29922,0.242801405292799
"478","Jhansi","Uttar Pradesh",2019,490,83575,203827,1332,165.52,985.28,5265.91,5265.91,11517.1,49264.66,0.9337,0.0654,9e-04,0.078,0.0111,0.3466,0.5643,0.379,0.4802,0.1408,"12.5","0.35","8.9","-0.26","0.3","-0.94","7","0.34","6.7","-0.32","23.1","-0.73","232.3","-0.07",161.4,-0.38,193.3,0.21,49.9,0.78,"0","-1","7.2","0.22",193.447,49703,52.36,211,2017,12,445.83,593.68,20164,0.371262588879169
"479","Jhansi","Uttar Pradesh",2020,491,105804,170095,3090,153.38,827.24,2859.12,2859.12,6545.48,41362.49,0.9198,0.0794,8e-04,0.0734,0.0072,0.334,0.5854,0.3149,0.4944,0.1907,"25.3","1.75","0","-1","11.6","1.24","1.6","-0.69","19.1","0.93","98.6","0.14","158.7","-0.37",206.2,-0.21,33,-0.79,0,-1,"1.1","-0.79","0","-1",196.735,103073,16.16,211,2017,12,445.83,593.68,20164,0.344032478747505
"480","Jhansi","Uttar Pradesh",2018,493,130648,263232,778,249.09,1040.84,4795.09,4795.09,10631.02,52042.49,0.9121,0.0877,2e-04,0.0698,0.0028,0.0949,0.8325,0.2203,0.652,0.1277,"0","-1","2.3","-0.79","0.3","-0.94","9.6","1.04","5.4","-0.38","50","-0.37","290.6","0.07",232.4,-0.25,202,0.14,0,-1,"0","-1","0","-1",182.074,74264,52.93,211,2017,12,445.83,593.68,20164,0.558710719332481
"481","Jhunjhunu","Rajasthan",2019,302,80833,186640,2041,129.47,1106.18,2515.57,2515.57,6137.32,53006.94,0.9042,0.0951,7e-04,0.0643,0.0111,0.7239,0.2007,0.2179,0.5803,0.2018,"6.4","-0.1","1.4","-0.87","3","-0.61","8.2","0.4","10.3","-0.58","45.4","-0.22","354.8","1.43",166.3,0.19,34.5,-0.44,11.9,0.19,"10.8","2.37","17.8","2.29",314.937,398421,10.45,155,2017,10,608.7,812.44,15391,0.21269919500575
"482","Jhunjhunu","Rajasthan",2020,304,97483,199887,239,119.87,869.86,2829.63,2829.63,6529.12,42354.22,0.9013,0.0978,9e-04,0.0696,0.0122,0.7276,0.1906,0.2263,0.6054,0.1683,"2.3","-0.68","0.2","-0.99","21.4","1.82","12","1.03","20.5","-0.16","56.6","-0.03","88.8","-0.39",90.9,-0.35,85.9,0.4,0,-1,"0","-1","0","-0.99",320.016,393658,11.77,155,2017,10,608.7,812.44,15391,0.196927879086578
"483","Jhunjhunu","Rajasthan",2021,305,112502,639271,595,134.42,1006.02,3248.43,3248.43,7502.88,48425.93,0.8846,0.1146,8e-04,0.065,0.0129,0.7399,0.1822,0.2598,0.5521,0.1881,"34.2","3.82","0","-1","7.6","0","12.4","1.1","39.5","0.63","28.6","-0.51","183.8","0.26",55.4,-0.61,191.8,2.12,12.9,0.29,"0","-1","0.1","-0.99",314.617,319521,11.84,155,2017,10,608.7,812.44,15391,0.220831279776573
"484","Jhunjhunu","Rajasthan",2018,303,91159,185486,2,118.1,944.78,2352.64,2352.64,5650.06,46885.59,0.8726,0.1267,7e-04,0.0729,0.0128,0.7274,0.1869,0.2408,0.5858,0.1734,"0.6","-0.92","0.9","-0.9","0.3","-0.95","28.9","4.78","14.6","-0.3","110.8","1.09","134.8","-0.12",75.9,-0.47,80.7,0.34,1.8,-0.86,"2.9","-0.18","0.1","-0.98",318.044,424844,12.39,155,2017,10,608.7,812.44,15391,0.194020042713981
"485","Jind","Haryana",2020,310,39898,42370,11799,63.39,1671.11,2166.25,2166.25,6003.61,52173.01,0.9517,0.0482,1e-04,0.0027,2e-04,0.0674,0.9297,0.1089,0.6675,0.2236,"14.5","-0.02","2.2","-0.9","66.2","3.9","2.8","-0.58","36.7","0.99","62.9","0.52","178.4","0.28",38.7,-0.71,3.2,-0.96,0,-1,"10.8","1.63","0","-1",147.907,465494.23,8.79,181,2017,4,439.1,1541.14,14073,0.144363470735596
"486","Jind","Haryana",2019,311,49916,55498,1166,89.17,1360.67,2445.18,1781.84,5587.69,68478.96,0.9442,0.0556,2e-04,0.0035,4e-04,0.0461,0.95,0.1107,0.6535,0.2358,"10.3","-0.3","22.3","0.08","4.5","-0.67","5.8","-0.14","11","-0.41","22.2","-0.46","92.2","-0.34",71.8,-0.47,11,-0.87,3,-0.69,"11.5","1.8","6.8","0.52",216.115,669315,35.01,181,2017,4,439.1,1541.14,14073,0.203074470507857
"487","Jind","Haryana",2018,311,54699,58222,981,89.98,1311.17,2274.79,1627.37,5213.33,65558.79,0.9541,0.0455,4e-04,0.0034,2e-04,0.1095,0.8869,0.0671,0.7101,0.2228,"6.8","-0.58","7","-0.63","0","-1","4.3","-0.2","1.7","-0.89","68.5","0.68","105","-0.26",64.2,-0.56,155.7,0.82,0,-1,"0.8","-0.84","3.3","-0.31",213.846,573592,28.69,181,2017,4,439.1,1541.14,14073,0.204919152812571
