"","district","state","year.x","ins.units","farmers","loanee","nonloanee","area.ins","farmers.premium","state.premium","goi.premium","gross.premium","sum.insured","male.pt","female.pt","othergen.pt","sc.pt","st.pt","obc.pt","gen.pt","marginal.pt","small.pt","othertype.pt","jan.rf","jan.ptdef","feb.rf","feb.ptdef","mar.rf","mar.ptdef","apr.rf","apr.ptdef","may.rf","may.ptdef","jun.rf","jun.ptdef","jul.rf","jul.ptdef","aug.rf","aug.ptdef","sep.rf","sep.ptdef","oct.rf","oct.ptdef","nov.rf","nov.ptdef","dec.rf","dec.ptdef","area","prod","yield","Dist Code","year.y","State Code","icr2017_area","icr2017_prod","icr2017_yield","f.it"
"488","Jodhpur","Rajasthan",2021,417,149996,524184,22718,432.1,3361.41,12936.41,12936.41,29234.23,158349.68,0.8873,0.1106,0.0021,0.0797,0.01,0.6626,0.2477,0.1771,0.4183,0.4046,"1.7","-0.31","0","-1","0","-0.99","0","-1","52.2","3.39","39.6","0.11","55.4","-0.48",45.5,-0.52,153.9,2.8,14.4,1.62,"0","-1","7","4.02",1120.073,1019657.2,11.46,156,2017,10,1633.17,1341.37,16714,0.264577478155979
"489","Jodhpur","Rajasthan",2018,403,114724,346608,351,388.16,2396.05,8760.68,8760.68,19917.41,103169.75,0.9035,0.0938,0.0027,0.0753,0.0088,0.6548,0.2611,0.1566,0.3562,0.4872,"0","-1","0","-1","0.3","-0.88","0.1","-0.97","7","-0.37","50","0.79","104.2","-0.05",52.7,-0.44,25.1,-0.41,0.3,-0.93,"0","-1","0.2","-0.76",1040.075,839515,11.86,156,2017,10,1633.17,1341.37,16714,0.237672746866523
"490","Jodhpur","Rajasthan",2020,411,142909,339948,8758,375.78,2971.54,11031.48,11031.48,25034.5,138057.87,0.8883,0.1094,0.0023,0.0842,0.0101,0.6414,0.2643,0.1684,0.3977,0.4339,"3.7","0.56","0","-1","20.7","6.38","5.1","-0.17","23.3","0.96","47.2","0.32","103","-0.04",187.8,0.99,106.6,1.63,7.2,0.32,"0","-1","0","-0.97",1091.841,1340605,12.22,156,2017,10,1633.17,1341.37,16714,0.230092396994801
"491","Jodhpur","Rajasthan",2019,403,109130,320782,1415,374.19,2462.84,9145.51,9145.51,20753.86,105887.02,0.8994,0.0985,0.0021,0.0774,0.0095,0.6409,0.2722,0.1471,0.3658,0.4871,"5.3","1.2","0.2","-0.96","0.3","-0.88","1.7","-0.73","20.4","0.72","30.9","-0.13","129.6","0.21",189.7,1.01,46.2,0.14,11.6,1.11,"20.9","7.35","1.8","0.28",1090.011,1319038,11.99,156,2017,10,1633.17,1341.37,16714,0.229118830250372
"492","Jorhat","Assam",2018,6,932,941,0,0.83,7.13,0,0,7.13,495.38,0.7577,0.2423,0,0.0659,0.577,0.1169,0.2402,0.7237,0.2731,0.0032,"3.9","-0.82","29.2","-0.2","98.3","0.23","112.8","-0.45","157.3","-0.43","374.9","0.3","313","-0.2",309.7,-0.11,277.8,0.02,25.5,-0.79,"28.5","0.11","33.8","1.17",0.303,558,22.07,618,2017,17,138.34,241.12,13911,0.00599971085730808
"493","Jorhat","Assam",2019,6,12854,642,13277,10.74,2.4,172.7,47.73,222.83,6368.45,0.7986,0.2012,2e-04,0.0615,0.1714,0.2451,0.522,0.6662,0.3253,0.0085,"6.8","-0.68","33.1","-0.21","70.6","0.04","132.4","-0.19","354.9","0.49","269.6","-0.08","366.1","-0.04",209.9,-0.37,347.5,0.28,155.4,0.59,"6.3","-0.73","13.2","-0.2",0.279,577,24.06,618,2017,17,138.34,241.12,13911,0.077634812780107
"494","Jorhat","Assam",2020,6,22659,318,25987,16.8,0.39,205.88,127.78,334.05,9603.51,0.7491,0.2503,6e-04,0.0329,0.0559,0.1056,0.8056,0.198,0.5642,0.2378,"40.5","0.94","19.2","-0.54","18.6","-0.73","80.4","-0.51","320.6","0.34","504.7","0.73","448.3","0.18",264.1,-0.21,202.6,-0.26,146.9,0.5,"34.9","0.52","1.7","-0.9",0.117,306,23.32,618,2017,17,138.34,241.12,13911,0.121439930605754
"495","Jorhat","Assam",2021,6,20182,1045,21527,10.46,1.58,131.95,83.85,217.38,6210.87,0.8074,0.1915,0.0011,0.026,0.0873,0.182,0.7047,0.0395,0.9341,0.0264,"4.9","-0.77","0.9","-0.98","36.1","-0.47","43.3","-0.74","271.8","0.14","314.3","0.08","239.8","-0.37",284,-0.15,144.3,-0.47,97.3,-0.01,"20.3","-0.12","13.4","-0.19",0.117,311,23.25,618,2017,17,138.34,241.12,13911,0.0756108139366777
"496","Kaithal","Haryana",2019,278,48139,51745,2947,86.49,1309.95,1023.57,977.94,3311.46,66366.5,0.9271,0.0727,2e-04,0.0058,0,0.0547,0.9395,0.1821,0.593,0.2249,"31.3","1.37","58","2.52","14.7","0.31","17.3","1.63","15.7","0.39","14.3","-0.66","88","-0.28",43,-0.65,27,-0.54,2,-0.7,"25.7","7.56","3.3","-0.24",180.466,644178,26.6,524,2017,4,351.5,1497.96,18312,0.246059743954481
"497","Kaithal","Haryana",2018,278,45596,48513,125,77.42,1137.44,635,615.32,2387.76,56872.28,0.936,0.0638,2e-04,0.0129,0.0014,0.1255,0.8602,0.1565,0.594,0.2495,"16.3","-0.08","10.7","-0.3","1","-0.92","21.5","2.84","21.5","1.53","65.8","0.56","122.5","-0.05",80.7,-0.42,210.8,1.87,9,-0.37,"0.7","-0.83","52.7","9.75",170.05,530756,19.19,524,2017,4,351.5,1497.96,18312,0.220256045519203
"498","Kaithal","Haryana",2020,280,31725,34638,4205,49.63,870.34,1760.25,1760.25,4390.84,41442.27,0.9243,0.0755,2e-04,0.0033,1e-04,0.0892,0.9074,0.2913,0.4587,0.25,"23","0.74","5.2","-0.68","73.4","5.56","12.7","0.92","56.7","4.01","78.3","0.84","304.8","1.49",77.9,-0.36,7.5,-0.87,0,-1,"8.5","1.83","6.8","0.55",183.368,707930.56,10.35,524,2017,4,351.5,1497.96,18312,0.141194879089616
"499","Kamrup","Assam",2019,11,19066,1868,18080,14.35,5.33,207.68,42.65,255.66,8516.86,0.8781,0.1219,0,0.0439,0.0922,0.1041,0.7598,0.3654,0.6308,0.0038,"0.1","-0.99","6.2","-0.66","55.2","0.14","272.2","0.5","483.6","0.69","184.5","-0.54","319.9","-0.14",228.9,-0.28,210.1,-0.02,100.4,-0.29,"0.2","-0.99","0","-1",5.628,25646,19.65,605,2017,17,165.5,259.79,14478,0.0867069486404834
"500","Kamrup","Assam",2020,11,34375,840,55704,31.88,0.91,396.86,161.6,559.37,18174.39,0.7474,0.2522,4e-04,0.0331,0.0282,0.0578,0.8809,0.0819,0.9121,0.006,"16.6","0.54","8.5","-0.54","9.6","-0.8","126.9","-0.3","466.9","0.63","693.6","0.74","426.9","0.15",131.4,-0.59,277.2,0.3,75.4,-0.47,"0","-1","0","-1",8.278,56826,23.66,605,2017,17,165.5,259.79,14478,0.192628398791541
"501","Kamrup","Assam",2018,9,801,796,19,0.58,6.9,0.86,0.86,8.63,345.07,0.9117,0.0883,0,0.0699,0.1276,0.1816,0.6209,0.4724,0.4528,0.0748,"0","-1","16.9","-0.19","86.9","0.48","86","-0.43","165.8","-0.43","254","-0.31","126","-0.63",261.6,0.05,204.9,0.09,46.8,-0.56,"23.7","0.57","22.7","2.03",5.686,40920,21.18,605,2017,17,165.5,259.79,14478,0.00350453172205438
"502","Kamrup","Assam",2021,11,36178,396,36115,18.84,0.85,234.21,100.74,335.8,11193.61,0.8195,0.1798,7e-04,0.0055,0.0072,0.0246,0.9627,0.0243,0.9518,0.0239,"2.8","-0.74","0.2","-0.99","22.7","-0.53","63.4","-0.65","165.6","-0.42","401","0","152.7","-0.59",133.4,-0.58,157.6,-0.26,22,-0.84,"0","-1","0","-1",11.083,76722,23.66,605,2017,17,165.5,259.79,14478,0.113836858006042
"503","Kangra","Himachal Pradesh",2020,34,26315,26835,132,9.76,58.57,63.4,63.4,185.37,2928.57,0.9285,0.0712,3e-04,0.0497,0.0218,0.1286,0.7999,0.2547,0.6778,0.0675,"124.2","0.73","12","-0.86","226.8","1.8","53.7","0.32","80.2","0.51","149.3","-0.16","390","-0.32",620.5,0.01,57.5,-0.75,0,-1,"23.9","0.58","40.3","0.04",87.092,180753,28.12,629,2017,18,188.14,382.69,17457.57,0.0518762623578186
"504","Kangra","Himachal Pradesh",2019,34,31961,33027,107,12.29,73.72,40.62,40.62,154.96,3686.05,0.9304,0.0694,2e-04,0.0475,0.0213,0.1386,0.7926,0.2879,0.6431,0.069,"92.8","0.3","219.8","1.58","38.4","-0.53","45.3","0.11","39.6","-0.26","37.5","-0.79","447.2","-0.23",575.9,-0.06,253.6,0.11,24.9,-0.21,"44.9","1.97","95","1.45",94.647,201838.1,28.67,629,2017,18,188.14,382.69,17457.57,0.0653236951206548
"505","Kangra","Himachal Pradesh",2018,34,28702,30710,135,10.79,61.59,2.62,2.62,66.83,3235.92,0.9303,0.0692,5e-04,0.0419,0.0163,0.1524,0.7894,0.2809,0.5378,0.1813,"14","-0.83","40.7","-0.49","33.3","-0.61","48.8","0.22","39.5","-0.12","214.2","0.47","554.9","-0.05",924.8,0.49,428.8,0.83,7.9,-0.84,"25.6","0.62","6.8","-0.83",94.313,186990,26.42,629,2017,18,188.14,382.69,17457.57,0.0573509088976294
"506","Kangra","Himachal Pradesh",2021,34,30954,31929,45,11.34,68.04,75.26,75.26,218.56,3401.89,0.9293,0.0704,3e-04,0.0512,0.0191,0.1342,0.7955,0.2443,0.6892,0.0665,"42.4","-0.41","12.7","-0.85","13.2","-0.84","96.5","1.37","73.5","0.38","118.5","-0.34","758.7","0.31",337.3,-0.45,253.3,0.11,75.2,1.4,"0.7","-0.96","6","-0.85",83.193,194350,24.64,629,2017,18,188.14,382.69,17457.57,0.0602742638460721
"507","Kannauj","Uttar Pradesh",2018,468,43241,44837,589,33.98,229.1,67.63,67.63,364.36,11454.92,0.9317,0.0676,7e-04,0.0385,0.0056,0.3896,0.5663,0.3282,0.4455,0.2263,"0","-1","5","-0.57","0","-1","8","1.16","2","-0.88","40.4","-0.31","366.7","0.5",567.7,0.82,285.9,0.77,0,-1,"0","-1","0","-1",68.553,180119,91.95,1041,2017,12,225.46,606.33,33607,0.150714095626719
"508","Kannauj","Uttar Pradesh",2020,458,20202,20704,121,12.49,128.66,35.93,35.93,200.52,6432.81,0.923,0.0766,4e-04,0.0381,0.0088,0.4984,0.4547,0.6682,0.2994,0.0324,"35.5","2.86","0.6","-0.97","33","5.11","12","1.93","39.6","1.37","82.2","0.41","171.9","-0.22",216.9,-0.17,34.9,-0.78,0,-1,"33.1","16.42","0","-1",68.641,218839,28.87,1041,2017,12,225.46,606.33,33607,0.0553978532777433
"509","Kannauj","Uttar Pradesh",2019,447,24732,27381,998,25.83,159.11,21.52,21.52,202.15,7955.47,0.9265,0.0733,2e-04,0.034,0.0103,0.4514,0.5043,0.501,0.4489,0.0501,"0","-1","44.8","1.59","11.8","1.19","4.8","0.17","0","-1","25.3","-0.56","219.6","0",195.9,-0.25,291.9,0.88,2.8,-0.93,"21.4","10.26","43","8.56",70.542,325205,94.66,1041,2017,12,225.46,606.33,33607,0.114565776634436
"510","Kannur","Kerala",2018,16,81,82,0,0.02,2.2,0,0,2.2,84.7,0.6585,0.3415,0,0,0,0.2561,0.7439,0.4512,0.4878,0.061,"2","-0.2","0","-1","12.6","0.65","86.2","0.49","346.1","0.47","975.3","0.14","969.5","-0.08",685.4,0.27,11.9,-0.95,256,0.12,"25.6","-0.72","23","-0.04",0.10537,71.31,0.68,652,2017,19,5.71,11.68,16496.85,0.00350262697022767
"511","Kanpur Dehat","Uttar Pradesh",2019,631,38210,41954,12,35.33,301.1,140.41,140.41,581.92,15054.88,0.9364,0.0628,8e-04,0.0581,0.0084,0.2954,0.6381,0.2871,0.6586,0.0543,"2.8","-0.68","9.3","-0.15","1","-0.75","0","-1","0","-1","7.3","-0.87","91.1","-0.58",87.9,-0.65,88.4,-0.4,14.1,-0.56,"0","-1","3.4","-0.33",99.784,416895,94.29,548,2017,12,292.45,877.81,34410,0.120806975551376
"512","Kanpur Dehat","Uttar Pradesh",2020,616,32715,33459,41,25.02,353.53,423.22,423.22,1199.97,17676.61,0.937,0.0624,6e-04,0.0446,0.007,0.2966,0.6518,0.3145,0.6472,0.0383,"31.6","2.59","0.5","-0.95","13.6","2.39","4.6","1.08","17.4","1.9","38.9","-0.3","89.9","-0.59",130.1,-0.48,9,-0.94,0,-1,"8.2","1.65","0","-1",109.009,491669,100.86,548,2017,12,292.45,877.81,34410,0.0855530859976064
"513","Kanpur Dehat","Uttar Pradesh",2018,629,67863,70175,14,60.07,592.07,114.19,114.19,820.45,29603.55,0.9307,0.069,3e-04,0.1129,0.012,0.3078,0.5673,0.2998,0.6173,0.0829,"4.2","-0.69","0","-1","0","-1","2.4","-0.11","10.6","0.68","22.3","-0.68","154.7","-0.35",159,-0.45,82.1,-0.51,0,-1,"0","-1","0","-1",99.207,406800,96.21,548,2017,12,292.45,877.81,34410,0.205402632928706
"514","Kanpur Nagar","Uttar Pradesh",2019,427,39973,43431,0,34.28,273.97,2434.95,2434.95,5143.87,13698.46,0.9205,0.079,5e-04,0.0733,0.0051,0.3412,0.5804,0.4208,0.5498,0.0294,"19.1","1.48","22.4","1.61","4","0.18","1.1","-0.18","1","-0.82","35.3","-0.38","243.1","0.24",140.7,-0.34,205.1,0.35,16.6,-0.47,"0.6","-0.9","11.3","1.17",87.677,417753,96.14,547,2017,12,253.51,739.93,33896,0.135221490276518
"515","Kanpur Nagar","Uttar Pradesh",2018,433,52591,54165,143,42.07,351.26,373.02,373.02,1097.3,17563.03,0.9234,0.0763,3e-04,0.123,0.0042,0.32,0.5528,0.3558,0.604,0.0402,"1.2","-0.93","0","-1","0","-0.99","8.2","2.14","15","0.94","23.5","-0.62","285.8","0.26",283.4,0.07,117.4,-0.19,0,-0.99,"0","-1","0","-1",96.122,405364,97.28,547,2017,12,253.51,739.93,33896,0.165950061141572
"516","Kanpur Nagar","Uttar Pradesh",2020,370,30353,31768,13,22.26,286.45,284.72,284.72,855.89,14322.76,0.9194,0.0802,4e-04,0.0648,0.0038,0.3302,0.6012,0.4293,0.5393,0.0314,"65.8","7.54","2.8","-0.67","34.7","9.21","15.3","10.75","37.3","5.55","81","0.43","205.9","0.05",212,-0.01,64.2,-0.58,0,-1,"15.7","1.66","0","-1",79.84,204621.88,37.02,547,2017,12,253.51,739.93,33896,0.0878071870932113
"517","Karbi Anglong","Assam",2021,4,8983,1472,7852,4.08,1.15,49.76,21.82,72.73,2424.45,0.6705,0.3285,0.001,0.066,0.2801,0.1811,0.4728,0.0452,0.9481,0.0067,"0","-1","2.3","-0.9","39.6","-0.16","39.2","-0.61","96.7","-0.29","110.7","-0.47","259.1","0.07",161.7,-0.27,171.7,-0.1,93,-0.04,"0","-1","12.3","0.28",12.001,29730,23.51,606,2017,17,215.58,324.31,13338,0.01892568883941
"518","Karbi Anglong","Assam",2020,4,23926,485,25170,17.33,0.76,215.37,92.63,308.76,10292.16,0.4808,0.5185,7e-04,0.0647,0.4439,0.1395,0.3519,0.0454,0.9514,0.0032,"5","-0.55","1.6","-0.93","7.7","-0.84","71","-0.29","112.3","-0.18","169.5","-0.19","226.5","-0.06",150,-0.32,242.3,0.27,202.2,1.1,"20.3","-0.12","0.3","-0.97",14.04,33540,23.77,606,2017,17,215.58,324.31,13338,0.0803877910752389
"519","Karbi Anglong","Assam",2018,2,234,234,0,0.27,0.25,0,0,0.25,164.07,0.6453,0.3547,0,0.1026,0.7821,0.0855,0.0298,0.9573,0.0043,0.0384,"9.3","-0.27","11.8","-0.51","52.7","-0.02","56.4","-0.47","79.3","-0.43","211.2","-0.06","156.3","-0.35",177.7,-0.19,118.1,-0.35,20.6,-0.79,"1.4","-0.95","41","2.66",18.191,45473,22.97,606,2017,17,215.58,324.31,13338,0.00125243529084331
"520","Karbi Anglong","Assam",2019,4,3895,0,3971,3.14,0.04,46.59,9.32,55.95,1865,0.7197,0.28,3e-04,0.0055,0.6563,0.034,0.3042,5e-04,0.9992,3e-04,"0","-1","6.8","-0.71","27.4","-0.42","187.4","0.86","140.4","0.03","118.5","-0.43","131.8","-0.46",122.7,-0.44,114.8,-0.4,160.9,0.67,"6.7","-0.71","0","-1",17.167,43923,22.96,606,2017,17,215.58,324.31,13338,0.0145653585675851
"521","Karimganj","Assam",2019,5,10897,362,10716,5.75,1.29,75.5,8.53,85.32,3412.67,0.8027,0.197,3e-04,0.0111,0.0013,0.0117,0.9759,0.0148,0.9827,0.0025,"0","-1","17","-0.7","29.8","-0.83","243.3","-0.19","428.8","-0.16","505.9","-0.23","662.3","0.07",487.6,-0.07,223.1,-0.43,287.9,0.52,"17.2","-0.51","1","-0.93",0.383,880,21.84,619,2017,17,74.28,137.86,14221,0.0774098007539041
"522","Karimganj","Assam",2018,5,777,723,69,0.52,6.26,0.55,0.55,7.36,312.87,0.8333,0.1667,0,0.2437,0.0076,0.2361,0.5126,0.298,0.5934,0.1086,"6.6","-0.5","17.9","-0.49","127.5","-0.25","318.3","-0.06","389","-0.36","754.4","0.17","389.5","-0.4",470.2,0.07,372.8,-0.11,138.1,-0.43,"13.1","-0.85","36.5","1.77",0.179,673,19.7,619,2017,17,74.28,137.86,14221,0.00700053850296177
"523","Karimganj","Assam",2021,5,7460,797,6739,2.83,0.13,34.35,7.57,42.05,1682.12,0.8333,0.1664,3e-04,0.0909,0.0169,0.1288,0.7634,0.1882,0.8047,0.0071,"5.6","-0.5","0","-1","28.4","-0.84",".",".","519.4","0.02","445.9","-0.32","580.2","-0.06",651,0.24,163,-0.58,251.9,0.33,"0","-1","57.3","2.77",0.166,715,16.77,619,2017,17,74.28,137.86,14221,0.038099084544965
"524","Karimganj","Assam",2020,5,9375,390,9436,8.43,0.11,102.58,22.54,125.23,5009.39,0.7657,0.2341,2e-04,0.0492,0.0094,0.1742,0.7672,0.0156,0.9735,0.0109,"22.3","0.99","0.7","-0.99","25.1","-0.86","50.1","-0.83","431.7","-0.16","945.1","0.44","783","0.26",401.8,-0.23,429.2,0.11,338.2,0.79,"36","0.03","0","-1",0.173,735,21.58,619,2017,17,74.28,137.86,14221,0.113489499192246
"525","Karimnagar","Telangana",2019,225,22029,22368,338,22.86,387.14,196.79,196.79,780.72,19356.78,0.7823,0.2173,4e-04,0.0992,0.0108,0.5446,0.3454,0.346,0.567,0.087,"55.2","3.12","3.5","-0.36","3.8","-0.69","6.4","-0.64","3.8","-0.86","140.9","0.06","272.7","0.21",229.4,0.13,363.1,1.26,256.2,2.06,"20","-0.29","0.1","-0.98",129.316,453570,117.73,62,2017,20,183.61,507.45,17041.54,0.124503022711181
"526","Karimnagar","Telangana",2018,221,21749,21943,55,21.63,365.21,232.63,232.63,830.47,18260.49,0.7747,0.2249,4e-04,0.0906,0.0052,0.5811,0.3231,0.1366,0.7925,0.0709,"0","-1","0","-1","2.9","-0.75","17.9","-0.04","21.2","-0.25","121.6","-0.16","223.9","-0.06",297.6,0.43,91.6,-0.45,4.9,-0.94,"0","-1","23.2","3.46",110.44,366108,95.34,62,2017,20,183.61,507.45,17041.54,0.117804041174228
"527","Karnal","Haryana",2019,433,35115,37754,2646,60.55,901.25,433.84,412.53,1747.62,46068.2,0.9137,0.0861,2e-04,0.0057,7e-04,0.0836,0.91,0.2136,0.6115,0.1749,"25.2","0.03","20.5","-0.15","8.9","-0.49","6.8","-0.22","23.3","0.33","14.2","-0.77","264.2","0.36",126.3,-0.36,13.6,-0.86,0.3,-0.97,"19.5","3.53","17.1","0.45",184.152,711967,22.59,184,2017,4,353.7,1531.3,11345,0.171190274243709
"528","Karnal","Haryana",2018,431,35230,37082,110,58.91,865.78,325.9,324.77,1516.45,43288.88,0.9195,0.0799,6e-04,0.0123,0.0012,0.2172,0.7693,0.1705,0.6212,0.2083,"13.5","-0.55","14.5","-0.32","0.2","-0.99","14","0.57","19.5","0.49","136.8","1.27","320.5","0.62",144.9,-0.35,258,1.73,0,-1,"0","-1","5","-0.59",178.456,611199,16.62,184,2017,4,353.7,1531.3,11345,0.166553576477241
"529","Karnal","Haryana",2020,428,20411,22363,1058,32.79,546.04,413.66,413.66,1373.36,27282.59,0.917,0.0828,2e-04,0.0067,4e-04,0.1093,0.8836,0.2192,0.5859,0.1949,"58.4","1.38","13.7","-0.43","99.9","4.71","17.5","1.02","50.6","1.89","109.7","0.76","365.2","0.89",218.4,0.11,12.2,-0.87,0,-1,"25.8","5","2.2","-0.81",178.105,791093,10.35,184,2017,4,353.7,1531.3,11345,0.0927056827820187
"530","Karur","Tamil Nadu",2018,101,1241,1212,75,0.9,41.52,9.96,9.96,61.44,934.64,0.8096,0.1904,0,0.1057,0.0016,0.2246,0.6681,0.0917,0.8298,0.0785,"1.2","-0.88","14.5","0.86","12.3","0.18","3.3","-0.91","125.6","1.06","11.4","-0.43","24.2","-0.32",20.9,-0.6,107.9,0.01,63.9,-0.56,"82.1","-0.31","1.4","-0.97",9.453,9116,34.98,1022,2017,11,73.94,92.03,32849,0.012172031376792
"531","Karur","Tamil Nadu",2019,108,2352,2302,929,1.64,82.03,56.31,56.31,194.65,1786.17,0.7945,0.2055,0,0.0669,0.0022,0.3018,0.6291,0.0842,0.8579,0.0579,"0","-1","0","-1","0.5","-0.97","7.9","-0.76","30.3","-0.51","33.4","0.86","11.7","-0.66",20.7,-0.54,144,0.41,122,-0.06,"69","-0.46","85.1","0.59",11.936,10605,31.59,1022,2017,11,73.94,92.03,32849,0.0221801460643765
"532","Karur","Tamil Nadu",2021,15,854,56,1918,0.85,12.06,82.81,48.11,142.98,487.6,0.8034,0.1966,0,0.0228,0.0015,0.3576,0.6181,0.1241,0.8455,0.0304,"109.1","13.75","0","-1","0","-1","20.1","-0.37","23.6","-0.61","28.3","0.57","67.6","0.97",68.6,0.53,105.9,0.04,219.1,0.7,"231","0.82","46.6","-0.13",12.522,14607,36.04,1022,2017,11,73.94,92.03,32849,0.0114958074114147
"533","Karur","Tamil Nadu",2020,108,3269,86,6545,2.8,34.84,228.44,128.63,391.91,1389.93,0.805,0.195,0,0.025,9e-04,0.4577,0.5164,0.1773,0.7981,0.0246,"0.1","-0.98","0","-1","1.4","-0.9","27.7","-0.14","7.6","-0.88","78.4","3.35","77.9","1.27",87.1,0.94,144,0.41,58.1,-0.55,"124.1","-0.02","78.1","0.46",16.896,17360,32.13,1022,2017,11,73.94,92.03,32849,0.0378685420611306
"534","Kasaragod","Kerala",2018,11,33,36,0,0.01,0.6,0,0,0.6,29.82,0.8333,0.1667,0,0,0,0.0278,0.9722,0.3333,0.1944,0.4723,"0","-1","4.8","3.8","26","2.1","81.9","0.75","331","0.52","972.4","-0.03","780.9","-0.3",636.9,0,36.1,-0.86,145.9,-0.38,"42.4","-0.5","20.2","0.1",0.02083,28.79,1.38,662,2017,19,2.08,4.91,4406.92,0.00480769230769231
"535","Katni","Madhya Pradesh",2018,392,19020,21481,108,45.07,301.37,250.35,250.35,802.07,15068.56,0.8973,0.101,0.0017,0.0454,0.0595,0.5486,0.3465,0.1801,0.5534,0.2665,"0","-1","19","0.39","0","-1","9.1","3.14","1.2","-0.64","32.8","-0.71","358.8","0.01",420.1,0.07,241.8,0.25,0,-1,"0","-1","0","-1",171.968,394949,14.46,1061,2017,6,366.68,812.39,22264,0.122913712228646
"536","Katni","Madhya Pradesh",2019,399,17164,21040,598,40.86,203.74,222.52,222.52,648.78,10187.53,0.8953,0.1035,0.0012,0.0354,0.0564,0.6139,0.2943,0.1803,0.534,0.2857,"12","-0.1","13","-0.01","28.6","3.93","13.2","8.43","0","-1","102.8","0.01","278","-0.21",313.6,-0.17,588.6,2.28,13.6,-0.39,"0","-1","52.8","8.78",190.784,540336.33,15.4,1061,2017,6,366.68,812.39,22264,0.111432311552307
"537","Katni","Madhya Pradesh",2021,395,13439,16659,2,30.45,206.35,670.14,670.14,1546.63,10317.42,0.8959,0.1017,0.0024,0.0357,0.0479,0.6477,0.2687,0.1853,0.5221,0.2926,"0","-1","2.9","-0.78","4.4","-0.25","2.4","0.74","86.3","60.66","157.5","0.55","237.8","-0.33",138.9,-0.63,174.1,-0.03,15.2,-0.32,"0","-1","8.8","0.63",210.545,523976,18.66,1061,2017,6,366.68,812.39,22264,0.083042434820552
"538","Katni","Madhya Pradesh",2020,385,12091,14342,105,27.97,184.29,516.99,516.99,1218.27,9214.28,0.8949,0.1034,0.0017,0.0315,0.0533,0.6238,0.2914,0.196,0.5181,0.2859,"35.2","1.65","8.4","-0.36","11.2","0.93","27.2","18.43","17","11.12","186.3","0.83","134.2","-0.62",431.4,0.14,51.4,-0.71,4.8,-0.79,"8.7","0.24","5.4","0",212.567,599450.67,13.92,1061,2017,6,366.68,812.39,22264,0.0762790443983855
"539","Khammam","Telangana",2018,255,9653,9395,518,10.7,172.44,57.08,57.08,286.6,8622.2,0.6536,0.3455,9e-04,0.0703,0.0676,0.4422,0.4199,0.138,0.7556,0.1064,"0","-1","0","-1","11.6","0.21","8","-0.57","23.4","-0.58","178.7","0.37","239.3","-0.02",426.3,1.02,72.9,-0.57,13.1,-0.88,"5.4","-0.8","75","13.16",220.259,978588,170.55,61,2017,20,293.01,645.97,30758.39,0.0365175249991468
"540","Khammam","Telangana",2019,306,9889,10264,730,11.39,185.74,25.48,25.48,236.7,9287.07,0.6745,0.325,5e-04,0.0528,0.0492,0.4138,0.4842,0.2108,0.696,0.0932,"39.8","5.13","0","-1","10","-0.22","7.3","-0.77","39.8","-0.37","35.2","-0.73","199","-0.23",244.5,-0.01,229,0.34,147.3,0.17,"11.2","-0.63","6.1","-0.16",227.758,994319,152.71,61,2017,20,293.01,645.97,30758.39,0.0388723934336712
"541","Kheri","Uttar Pradesh",2018,1037,22279,22590,1223,100.63,1078.98,539.48,539.48,2157.94,53948.83,0.9187,0.081,3e-04,0.0641,0.0433,0.3061,0.5865,0.1689,0.7754,0.0557,"3.8","-0.82","10.9","-0.33","0","-1","14.3","1.2","11.7","-0.6","73.1","-0.44","508.6","0.71",534.8,0.76,58.2,-0.7,1.2,-0.98,"0","-1","0","-1",430.988,21279060,114.16,230,2017,12,688.61,3409.71,28450,0.146134967543312
"542","Kheri","Uttar Pradesh",2020,573,2408,3978,40,2.33,37.2,27.9,27.9,93,1860.02,0.9435,0.0565,0,0.0331,0.0129,0.5383,0.4157,0.2872,0.4263,0.2865,"29.4","0.82","30.5","0.47","52.6","3.74","7.5","-0.24","68.1","0.82","120.4","-0.17","320","0.03",303.6,0.05,107.9,-0.49,0,-1,"3.9","0.71","0","-1",547.584,29242150,116.07,230,2017,12,688.61,3409.71,28450,0.00338362788806436
"543","Kheri","Uttar Pradesh",2019,753,6371,6568,171,5.02,64.19,0,0,64.2,3209.46,0.9138,0.0862,0,0.0757,0.0226,0.3453,0.5564,0.2671,0.6002,0.1327,"5.5","-0.66","52.2","1.52","9.4","-0.15","0","-1","17.9","-0.52","44.3","-0.7","336.4","0.08",77,-0.73,84,-0.61,0.4,-0.99,"12.1","4.24","60.6","5.31",449.106,21286903,115.75,230,2017,12,688.61,3409.71,28450,0.00729004806784682
"544","Khunti","Jharkhand",2018,90,34802,2933,40505,21.94,0,1062.81,787.8,1850.61,13750.89,0.6952,0.3045,3e-04,0.0661,0.6241,0.2333,0.0765,0.0069,0.9919,0.0012,"0","-1","8.6","-0.65","0","-1","0","-1","61.6","0.36","40.3","-0.83","180","-0.53",138.8,-0.61,154.5,-0.42,7.3,-0.9,"0","-1","44.8","3.76",82.901,79187,9.97,2023,2017,15,111.71,152.22,14253,0.19640139647301
